query_id	row_index	label	source	name	country	naics_code	naics_label	description	offerings
q01	10	partial	country	Portul Constanta	ro	488310	Port and Harbor Operations	C.N. Administratia Porturilor Maritime S.A. Constanta, known as Portul Constanta, is a Romanian public company that operates as a maritime and river port authority, managing and overseeing the ports of Constanta, Midia, Mangalia, and Tomis. The company provides port management, cargo handling, and related services, including dry bulk, container, general cargo, liquid bulk, and roll-on/roll-off operations. It also functions as a transit hub for agricultural products and serves as a free port. The company is part of the Romanian maritime port sector and is supported by European Union funds for the naval sector.	Maritime and River Port Services; Roll-On/Roll-Off Cargo Handling and Transshipment; Port Infrastructure Modernization and Enhancement; Dry Bulk Cargo Handling and Transshipment; Public Information and Transparency Reporting; Environmental Sustainability Project Implementation; Cargo Ticket Booking and Reservation Services; Transit Cargo Logistics Services; Liquid Bulk Cargo Handling and Transshipment; General Cargo Terminal Operations; Regulatory Compliance and Institutional Integrity Services; Container Terminal Operations
q01	11	irrelevant	country	Bunge Romania	ro	311224	Soybean and Other Oilseed Processing	Bunge Romania SRL, DBA Bunge Romania, is a Romanian company specialized in the wholesale supply of agricultural commodities, including grains, oilseeds, and biodiesel, serving the food and beverage sector. The company operates multiple facilities across Romania, providing crushing, refining, bottling, and biodiesel production services. Bunge Romania is ISO certified and holds additional certifications such as FSCC, KOSHER, EFISC, ISCC EU, and ISCC PLUS.	Soybean Crushing and Processing; Food and Beverage Ingredient Supply; Agricultural Commodity Distribution; Rapeseed Crushing and Processing; Agricultural Commodity Wholesale; Agri-Food Chain Innovation Services; Sunflower Seed Bottling; Grain Crushing and Refining; Oilseed Crushing and Refining; Biodiesel Production; Sustainable Agriculture Solutions
q01	12	irrelevant	country	Romgaz	ro	211130	Natural Gas Extraction	S.N.G.N. Romgaz S.A. is a Romanian public company engaged in the exploration, production, storage, and distribution of natural gas. The company also operates as an electricity producer and supplier, and provides technological transportation services. Romgaz is involved in geological exploration, well interventions, workovers, and special operations, and is a member of the European gas industry. The company is publicly traded on the Bucharest Stock Exchange and is majority owned by the Romanian State.	Natural Gas Distribution; Technological Transportation Services; Natural Gas Exploration and Production; Geological and Petroleum Technology Services; Sustainability and Educational Program Services; Digitalization Solutions Implementation; Gas Industry Knowledge Dissemination Services; International Gas and Energy Investment; Petroleum Rights Co-Ownership and Development; Methane Gas Extraction and Processing; Electric Energy Production and Supply; Well Intervention and Workover Services; AI-Driven Gas Operations Solutions; Underground Gas Storage Services
q01	13	irrelevant	country	METRO România	ro	424410	General Line Grocery Merchant Wholesalers	METRO Cash & Carry Romania SRL, known as METRO România, is a Romanian wholesale company that operates in the hospitality, restaurant, and catering sector, as well as serving independent retailers. The company supplies food and non-food products, including fresh and frozen produce, meat, dairy, beverages, and professional equipment and furniture. METRO România also provides digital services for retail operations and manages a central logistics platform for distribution and supply chain management. The company is involved in sustainability initiatives and is certified as a Top Employer in Romania and Europe.	Beverage Distribution; Wholesale Food and Non-Food Products; Fresh and Frozen Produce Distribution; Hospitality and Catering Product Distribution; Product Return and BuyBack Services; Digital Retail Application Services; Proprietary Brand Product Development and Distribution; Independent Retailer Product Distribution; Professional Equipment and Furniture Distribution; Logistics and Supply Chain Management; Restaurant Management Software Services; Cash and Carry Retail; Meat and Dairy Product Distribution
q01	14	irrelevant	country	Transgaz	ro	221210	Natural Gas Distribution	The National Gas Transmission Company “TRANSGAZ” S.A. is a Romanian joint-stock company engaged in the technical operation and management of the national gas transmission system. The company is responsible for the transmission and dispatching of natural gas, as well as research and design activities related to natural gas infrastructure. It also undertakes complementary functions such as purchasing gas for technological use and balancing the national gas transmission system. Transgaz is involved in international gas pipeline projects and participates in research and development initiatives. The company is publicly traded on the Bucharest Stock Exchange and is certified for sustainability and environmental management.	Engineering Project Management Services; Gas Balancing and Risk Management; Gas Transmission Research and Design; Gas Dispatching Services; Gas Transmission Technology Innovation; IT Platform Development and Management; International Gas Cooperation and Cooperation; Gas Purchasing and Technological Consumption; Natural Gas Transmission Management; Renewable Energy Integration Services; Gas Pipeline Project Execution; Regulatory Compliance and Institutional Integrity Services; Gas Transmission Corridor Development; Environmental Management and Sustainability Services
q01	15	relevant	country	Poșta Română	ro	491110	Postal Service	C.N. Poșta Română S.A. is a Romanian joint stock company engaged in providing universal postal services, including letter mail, parcel delivery, money transfer, and advertising services. The company also operates as a provider of business solutions, customs clearance, and electronic signature services. In addition to its core postal operations, Poșta Română is involved in public sector activities such as the sale of real estate and energy compensation services. The company serves the entire Romanian territory and is active in the postal organization and logistics sectors.	Research and Development Services; Public Sector Support Services; Medical and Educational Services; Customs Clearance Services; Electronic Signature Solutions; Subscription Newspaper and Magazine Services; Postal Services Distribution; Letter Mail and Parcel Delivery; Drop Mail Distribution; Redirect Mail Services; Advertising Mail Solutions; Business Correspondence Services; Online Shopping and eCommerce Solutions; Money Transfer Services
q01	16	irrelevant	country	OSCAR	ro	424720	Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)	OSCAR DOWNSTREAM S.R.L is a Romanian private company engaged in the distribution and trading of oil and gas products, including diesel, gasoline, bitumen, and lubricants. The company operates a nationwide network of gas stations, manages in-house fuelling stations, and provides fuel card solutions for fleet and business clients. OSCAR also offers en-gross fuel solutions and manages a logistics infrastructure supported by tankers and storage facilities. The company serves sectors such as transport, agriculture, construction, and industry, and is part of the Alfa Group.	Logistics and Storage Services; En-Gross Fuel Solutions; Sustainable Fuel Supply Solutions; Lubricants Distribution; Franchise Network Development; Gas Station Network Operation; In-House Fuelling Station Services; Industry-Specific Fuel Solutions; Fuel Card Management Services; Fuel Distribution and Wholesale; Personalized Fuel Consumption Optimization Services; New Fuel Type Introduction; Bitumen Distribution; Fleet Card Services
q01	17	irrelevant	country	Prutul	ro	311225	Fats and Oils Refining and Blending	S.C. PRUTUL S.A., DBA Prutul, is a Romanian joint-stock company engaged in vegetable oil production, agribusiness, and the distribution of agricultural inputs. The company operates an integrated business model encompassing oilseed processing, refining, bottling, and marketing of vegetable oils, as well as the distribution of grain and the provision of transport and storage services. Prutul also exports vegetable oils and related products, including sunflower meal, sunflower husk pellets, and fatty acids, and manages a vegetable oil terminal at the Galati Commercial Harbor. The company is certified by organizations such as ISO, IFS, FSSC, FDA, Kosher, and Halal, and is affiliated with FOSFA and GAFTA.	Vegetable Oil Bottling and Packaging; Rapeseed Oil Production and Refining; Sunflower Husk Pellet Production and Distribution; Vegetable Oil Production and Refining; Vegetable Oil Export and Distribution; Sunflower Meal Production and Distribution; High Oleic Sunflower Oil Production; Fatty Acid Production and Distribution; Soybean Oil Production and Refining; Sustainable Sourcing and Environmental Solutions; Grain Purchase and Storage Services; Frying Sunflower Oil Production; Sunflower Oil Production and Refining; Agricultural Input Distribution; Agricultural Transport Services
q01	18	irrelevant	country	Valtec	ro	424720	Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)	VALTEC Premium Lubricants SRL, DBA Valtec, is a Romanian company specialized in the supply and distribution of lubricants and related products for the industrial and automotive sectors. The company serves clients across industries such as automotive, transport, construction, agriculture, building maintenance, health, and hospitality in Central and Eastern Europe. In addition to its core activities, Valtec operates as a distributor of hygiene and cleaning supplies, personal protective equipment, and safety products, and offers a private brand, Valtec Safety, for personal protective equipment. The company maintains a supply chain and logistics network to support its operations.	Specialty Products Distribution; Industrial Lubricants Distribution; Tailored Industrial Solutions Services; Private Brand Personal Protective Equipment Distribution; Lubricants Distribution; Personal Protective Equipment Distribution; Hygiene and Cleaning Supplies Distribution; Auto Lubricants Distribution; Tailored Automotive Solutions Services; Safety Products Distribution
q01	19	partial	country	Valbur	ro	423840	Industrial Supplies Merchant Wholesalers	VALBUR TRADE & INVESTMENT Ltd., DBA Valbur, is a Romanian company specialized in facilitating global trade and investment, with a focus on the physical movement of industrial, petroleum, building materials, and beverages, as well as cereals and vegetable oils. The company operates internationally, serving clients in the industrial, petroleum, construction, and beverage sectors, and provides services such as aligning suppliers and buyers, managing transactions, and offering financial solutions.	Industrial Goods Trading; Beverage and Food Products Logistics Management; Market Price Advisory Services; Global Logistics Management; Construction Materials Trading; Product Quality Compliance Services; Financial Solutions Services; Transaction Management Services; Supplier and Buyer Alignment Services; Construction Materials Logistics Management; Global Trade Facilitation; Building Materials Trading; Petroleum Products Logistics Management; Petroleum Products Trading; Industrial Goods Logistics Management; Beverage and Food Products Trading
q01	20	partial	country	Brasov Industrial Portfolio	ro	493110	General Warehousing and Storage	Brasov Industrial Portfolio is a Romanian company specialized in the provision of production and logistics facilities, with a focus on high-tech solutions for economic development and logistics efficiency in the Brasov region. The company serves industries such as automotive, construction, consumer goods, and e-commerce, and operates facilities that include airport logistics and smart city logistics hubs. Its operations are supported by technologies such as automatic plate scanning, automatic weigh-in stations, and RFID systems, with a primary emphasis on last-mile logistics and urban warehousing.	High-Tech Logistics Facility Leasing; Consumer Goods Industry Facility Leasing; RFID System Implementation; High-Tech Production Facility Leasing; Urban Warehousing Solutions; E-commerce Logistics Solutions; Automatic Weigh-In Station Installation; Industrial Facility Leasing; Construction Industry Facility Leasing; Last-Mile Logistics Solutions; Logistics Facility Leasing; Automotive Industry Facility Leasing; Automatic Plate Scanning System Implementation; Advanced Logistics Technology Integration
q01	21	irrelevant	country	STILL	ro	333924	Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing	STILL Material Handling Romania SRL is a Romanian company engaged in the development, production, and distribution of intralogistics equipment and systems. The company supplies and rents forklifts, transport and towing equipment, and internal logistics solutions, including static and dynamic racking, mobile racking, and automated guided vehicles. STILL also provides fleet management services, digital service management tools, and repair and maintenance solutions. The company serves a global market and operates production sites in Germany, Italy, China, France, and Brazil.	Digital Fleet Management Tools Development; Static and Dynamic Racking Systems Integration; Forklift Manufacturing; Intralogistics Equipment Repair and Maintenance; Towing Equipment Manufacturing; Fleet Management Solutions Development; Reach Truck Manufacturing; Intralogistics Equipment Rental Services; Warehouse Services; Pallet Truck Manufacturing; Intralogistics Equipment Distribution; Mobile Racking Systems Integration; Internal Logistics Systems Development; Automated Guided Vehicle Integration; Intralogistics Equipment Manufacturing
q01	22	irrelevant	country	AQUA CENTER	ro	326122	Plastics Pipe and Pipe Fitting Manufacturing	AQUA INVEST, known as AQUA CENTER, is a Romanian company engaged in the production and export of composite pipe products, including composite pipes, PVC pipes, and PVC fittings, serving the construction, water supply, and drainage sectors. The company operates a logistics and production center and exports its products to over 40 countries, with a significant market presence in China. AQUA CENTER is ISO certified and is involved in the development of Yongtong Industrial Park and the expansion of production capacity.	Pipe and Fitting Exporting; Drainage Product Distribution; Composite Pipe Manufacturing; Industrial Park Development Services; Water Supply Product Distribution; PVC Pipe Manufacturing; PVC Fitting Manufacturing; Construction Material Distribution
q01	23	irrelevant	country	European Drinks	ro	312112	Bottled Water Manufacturing	S.C. European Drinks S.A., DBA European Drinks, is a Romanian company specialized in the production and distribution of mineral water, carbonated water, energy drinks, beer, and various soft drinks. The company operates as a holding with subsidiaries in the food and drink sector, serving both domestic and international markets. European Drinks also engages in community support initiatives and participates in international industry events.	Beverage Production and Distribution; Beer Production and Distribution; International Beverage Exporting; Food Product Manufacturing; Food Product Brand Development Services; Tonic Beverage Production and Distribution; Domestic Beverage Exporting; Fruit-Based Beverage Production and Distribution; Beverage Brand Development Services; Mineral Water Production and Distribution; Carbonated Water Production and Distribution; Energy Drink Production and Distribution; Food Product Distribution; Soft Drink Production and Distribution
q01	65	irrelevant	country	Sincron HR	ro	513210	Software Publishers	HR Sincron SRL, DBA Sincron HR, is a Romanian software company specialized in providing HR software solutions, including recruitment, talent management, and HR analytics. The company offers a comprehensive platform that covers areas such as recruitment, onboarding, staffing, time and attendance, payroll, performance management, training management, employee self-service, internal communication, and HR analytics. Sincron HR serves clients across Europe and North America, supporting businesses of various sizes in streamlining HR processes and operational efficiency.	HR Software User Training Services; HR Software Customization Services; HR Management Platform Solutions; Performance Management Software Development; Training Management Software Development; Talent Management Software Development; Employee Self-Service Solutions Development; Time and Attendance Management Software Development; Payroll Management Software Development; Recruitment Management Software Development; HR Software Implementation Consulting; HR Software Maintenance Services; Cloud-Based HR Platform Deployment; HR Analytics Solutions Development; HR Process Automation Solutions Development
q01	329	irrelevant	country	EcoExpert Green Consulting	ro	541620	Environmental Consulting Services	EcoExpert Green Consulting S.R.L is a Romanian consulting company engaged in environmental, social, and governance (ESG) solutions. The company provides services such as carbon footprint calculation, sustainability reporting, and Net Zero compliance, utilizing technologies including Blockchain, AI, and sensors. EcoExpert Green Consulting serves a diverse client base, including large enterprises, start-ups, and financial institutions, and offers modular ESG solutions to support companies in achieving sustainability objectives. The company also operates a platform for ESG reporting and maintains a network of partners and clients to facilitate access to sustainability tools and resources.	AI-Driven Sustainability Solutions; Sustainability Resource Optimization Consulting; Corporate Sustainability Reporting Services; Governance Impact Assessment Services; Environmental Impact Assessment Services; Carbon Footprint Calculation Services; Net Zero Compliance Consulting; Sustainability Performance Optimization Consulting; ESG Platform Solutions; Blockchain-Based Sustainability Solutions; Sustainability Cost Reduction Consulting; ESG Solutions Consulting; Social Impact Assessment Services; Sustainability Reporting Services; Customized Sustainability Strategy Development; Sensor-Based Sustainability Solutions
q06	74	irrelevant	country	Novative	ch	541612	Human Resources Consulting Services	NOVATIVE SA is a Swiss private company that provides human resources and payroll outsourcing services, as well as HR management software solutions. The company offers cloud-based HR and payroll platforms, including HRMS, payroll software, and workforce management tools such as absence management, time and attendance, and workforce scheduling. Novative also delivers HR analytics, performance management, talent management, and finance services. Its operations serve multinational corporations, banks, industries, services, distribution, hotels, and NGOs in Europe, the USA, and the Middle East. The company is ISO certified and holds additional certifications for security and compliance.	Global Payroll Solutions Services; Benefits Management Services; Mobile HR Application Development; HR Analytics and Reporting Solutions; Staff Training Management Solutions; Payroll Management Software Development; HR and Payroll Software Development; Performance Review and Development Solutions; Absence and Time Attendance Management Solutions; Workforce Scheduling Solutions Development; HR and Payroll Outsourcing Services; Talent Management Solutions Development; Expense Management Solutions Development; Recruitment Management Solutions Development; Cloud-Based HR Platform Deployment
q06	81	irrelevant	country	HR Campus	ch	541612	Human Resources Consulting Services	HR Campus AG is a Swiss private company that provides human resources consulting, software solutions, and related services. The company offers HR consulting, software implementation, and HR outsourcing, as well as interim management and change management services. Its offerings include HR administration, payroll, travel and expenses management, time and document management, pension fund management, talent management, HR analytics, and external workforce management. HR Campus serves clients in Switzerland and the Romandie region, including SMEs, large enterprises, and public sector organizations.	External Workforce Management Services; Payroll Administration Services; Expense and Travel Management Solutions; Employee Recruitment and Onboarding Services; HR Analytics and Reporting Solutions; HR Outsourcing and Interim Management Services; Talent Management and Development Services; Time and Attendance Management Solutions; HR Administration and Compliance Services; Employee Wellbeing and Engagement Services; Holistic HR Consulting Services; HR Software Implementation and Integration; HR Strategy Development and Implementation; Pension Fund Management Services; Document and File Management Solutions
q06	88	irrelevant	country	Foederis	ch	513210	Software Publishers	Foederis is a Swiss company specialized in the development and distribution of software solutions for talent management and human resources information systems. The company provides a SaaS-based HR software suite that covers transactional HR processes, training, performance, competencies, career management, recruitment, and HR consulting, serving clients primarily in Switzerland and internationally. Foederis also offers customer support and consulting services related to its HR software solutions.	HR Software Customization Services; Competency Management Software Development; Performance Management Software Development; Training Management Software Development; Talent Management Software Development; HR Data Intelligence Solutions; HR Software Suite Development; HR Software Suite Distribution; HR Consulting Services; Recruitment Management Software Development; HR Software Integration Services; SaaS-Based HR Solutions Delivery; Career Management Software Development; HR Systems Optimization Consulting; Talent Management Strategy Consulting
q06	127	irrelevant	country	Deepstributed	ch	513210	Software Publishers	Deepstributed Ltd. is a Swiss company engaged in providing machine learning experimentation platforms. The company offers a platform that enables users to run machine learning experiments without configuration, utilizing private, community, or cloud GPU resources. Deepstributed serves machine learning engineers, startups, and businesses seeking to enhance their machine learning capabilities, with a focus on distributed computing and GPU resource management.	ML Experiment Parameterization and Queuing; ML Platform Scalability Solutions; Cloud GPU Resource Access Services; Model Linking and Sharing Services; Community-Driven Platform Development; Distributed ML Experiment Execution; User Interface Design and Accessibility; GPU Resource Allocation and Sharing; Machine Learning Experimentation Platform Development; Community GPU Resource Access Services; ML Experiment Management and Tracking Services; Code and Data Linking Services
q06	297	irrelevant	country	Solarschmiede	ch	541330	Engineering Services	Solarschmiede GmbH, DBA Solarschmiede, is a Swiss company specialized in the planning and technical consulting of photovoltaic systems. The company provides services including technical consulting, detailed planning, project coordination, and the use of drone photography for aerial and thermal imaging. Solarschmiede serves both new construction and renovation projects, offering tailored solutions for solar energy utilization.	Thermal Imaging Services for Solar Projects; Tailored Solar Solutions Development; Drone Photography Services for Project Marketing; Photovoltaic System Planning Services; Photovoltaic Project Coordination; Solar Project Cost Estimation; Solar Plant Layout and Design; Solar Project Timeline Development; Aerial Imaging Services for Solar Projects; Solar Energy Renovation Consulting; Drone Photography Services for Project Planning; Photovoltaic Project Consulting
q06	301	irrelevant	country	Terzic Urban Engineering	ch	541330	Engineering Services	Terzic Urban Engineering is a Swiss company specialized in urban engineering solutions, including the design of road, highway, and railway networks, as well as sustainable public transport system development. The company also provides planning and management for private, public, and slow traffic, and offers services in traffic moderation, road safety solutions, and parking and rest area planning. Terzic Urban Engineering serves the Ticino region and beyond.	Slow Traffic Planning and Management; Urban Design and Planning Services; Sustainable Public Transport System Development; Futuristic Urban Space Development; Creative Urban Design Integration; Urban Ecosystem Integration Consulting; Parking and Rest Area Planning; Private and Public Traffic Planning and Management; Road and Highway Network Design; Urban Infrastructure Engineering and Design; Precision Engineering and Construction Services; Traffic Moderation and Road Safety Solutions; Railway Network Design; Cultural Integration and Storytelling Design
q06	304	irrelevant	country	visusta	ch	541620	Environmental Consulting Services	visusta GmbH, DBA visusta, is a Swiss company specialized in providing consulting and interventions to support businesses in achieving sustainability goals. The company focuses on ecological and economic viability, offering services in energy efficiency, greenhouse gas reduction, renewable energy planning, circular economy development, water and wastewater management, and resource optimization. visusta serves a broad range of clients, including those in the food industry, and emphasizes a pragmatic approach to embedding sustainability within business models.	Water and Wastewater Management; Greenhouse Gas Reduction Consulting; Circular Economy Development; Sustainability Intervention Services; Sustainability Consulting Services; Renewable Energy Planning; Resource Optimization Consulting; Energy Efficiency Consulting
q06	312	irrelevant	country	MA-Engineering	ch	541330	Engineering Services	MA-Engineering GmbH, DBA MA-Engineering, is a Swiss engineering company specialized in sustainable construction projects. The company provides tailored electrical and lighting planning, photovoltaic solutions, and other engineering services for clients in the construction and project management sectors, with a focus on sustainability and efficiency.	Specialized Engineering Consulting Services; Construction Project Management Consulting; Project Detailing and Documentation Services; Sustainable Construction Engineering Services; Customized Engineering Solutions Development; Energy Efficiency Engineering Services; Photovoltaic System Design Services; Electrical and Lighting Planning Services
q06	374	irrelevant	country	Greenbatt Technology	ch	335910	Battery Manufacturing	Greenbatt Technology Holding AG is a Swiss company engaged in battery technology, with a focus on lithium-ion and solid-state batteries. The company develops and manufactures battery cells using technologies such as Thick Layer Technology and composite cathodes, and supplies battery solutions for industries including electric vehicles, renewable energy storage, and consumer electronics. Greenbatt Technology also emphasizes sustainability by promoting the recycling and reuse of materials and contributing to the energy transition.	Battery Technology Research and Development; Thick Layer Battery Cell Manufacturing; Lithium-Ion Battery Manufacturing; Solid-State Battery Manufacturing; Consumer Electronics Battery Supply; Renewable Energy Storage Battery Supply; Electric Vehicle Battery Supply; Composite Cathode Manufacturing; Sustainable Energy Transition Solutions; Battery Cell Recycling and Material Reuse Solutions; Sodium Battery Manufacturing; Battery Cell Automation Solutions
